gen_id	pul_id	jbrowseTag	orientation
2505993421	8898	other	+	
2505993422	8898	other	+	
2505993755	8906	other	-	
2505993756	8906	GH	-	
2505993757	8906	SusD	-	
2505993758	8906	Trans	-	
2505993952	8912	other	-	
2505993953	8912	other	-	
2505993954	8912	other	-	
2505993955	8912	other	-	
2505993956	8912	other	-	
2505993957	8912	other	-	
2505993958	8912	other	-	
2505993959	8912	other	-	
2505993960	8912	SusD	-	
2505993961	8912	Trans	-	
2505993962	8912	other	+	
2505993963	8912	GH	+	
2505993964	8912	GH	+	
2505993965	8912	Trans	+	
2505993966	8912	SusD	+	
2505993967	8912	GH	+	
2505993968	8912	GH	+	
2505993969	8912	GH	+	
2505993970	8912	GH	+	
2505993971	8912	other	+	
2505993972	8912	GH	+	
2505993973	8912	GH	+	
2505993974	8912	REG	+	
2505993984	8913	CE	+	
2505993985	8913	CE	+	
2505993986	8913	GH	+	
2505993987	8913	PL	-	
2505993988	8913	GH	-	
2505993989	8913	CE	-	
2505993990	8913	Trans	+	
2505993991	8913	SusD	+	
2505993992	8913	Trans	+	
2505993993	8913	SusD	+	
2505993994	8913	GH	+	
2505993995	8913	GH	+	
2505993996	8913	other	+	
2505993997	8913	other	+	
2505994367	8919	REG	-	
2505994368	8919	other	+	
2505994369	8919	other	-	
2505994370	8919	other	-	
2505994371	8919	GH	-	
2505994372	8919	other	-	
2505994373	8919	other	-	
2505994374	8919	SusD	-	
2505994375	8919	Trans	-	
2505994376	8919	SusD	-	
2505994377	8919	Trans	-	
2505994378	8919	SusD	-	
2505994379	8919	Trans	-	
2505995042	8923	REG	+	
2505995043	8923	GH	+	
2505995044	8923	Trans	+	
2505995045	8923	SusD	+	
2505995046	8923	other	+	
2505995360	8925	Sulf	-	
2505995361	8925	other	-	
2505995362	8925	GH	-	
2505995363	8925	other	-	
2505995364	8925	SusD	-	
2505995365	8925	Trans	-	
2505995366	8925	Trans	-	
2505995367	8925	REG	+	
2505995425	8929	CBM	-	
2505995426	8929	GH	-	
2505995427	8929	other	-	
2505995428	8929	GH	-	
2505995429	8929	SusD	-	
2505995430	8929	Trans	-	
2505995431	8929	REG	-	
2505995432	8929	REG	-	
2505995534	8931	REG	+	
2505995535	8931	REG	+	
2505995536	8931	Trans	+	
2505995537	8931	SusD	+	
2505995538	8931	other	+	
2505995539	8931	other	+	
2505995540	8931	GH	+	
2505995581	8932	GH	+	
2505995582	8932	other	-	
2505995583	8932	other	+	
2505995584	8932	GH	+	
2505995585	8932	Sulf	+	
2505995586	8932	other	+	
2505995587	8932	Trans	+	
2505995588	8932	SusD	+	
2505995829	8935	REG	+	
2505995830	8935	REG	+	
2505995831	8935	other	-	
2505995832	8935	Trans	+	
2505995833	8935	SusD	+	
2505995834	8935	other	+	
2505995835	8935	GH	+	
2505995836	8935	REG	+	
2505995919	8939	Trans	-	
2505995920	8939	ROK	-	
2505995921	8939	GH	-	
2505995922	8939	SusD	-	
2505995923	8939	Trans	-	
2505995924	8939	other	-	
2505995925	8939	other	+	
2505995926	8939	GH	-	
2505995927	8939	SusD	-	
2505995928	8939	Trans	-	
2505995929	8939	REG	-	
2505995930	8939	REG	-	
2505996207	8944	GH	-	
2505996208	8944	other	+	
2505996209	8944	other	-	
2505996210	8944	GH	-	
2505996211	8944	GH	-	
2505996212	8944	SusD	-	
2505996213	8944	Trans	-	
2506615830	8966	Trans	+	
2506615831	8966	SusD	+	
2506615832	8966	other	+	
2506615833	8966	other	+	
2506615834	8966	GH	+	
2506616340	8973	REG	-	
2506616341	8973	Trans	+	
2506616342	8973	SusD	+	
2506616343	8973	other	+	
2506616344	8973	GH	+	
2506616345	8973	other	+	
2506616504	8974	GH	+	
2506616505	8974	GH	+	
2506616506	8974	other	+	
2506616507	8974	other	+	
2506616508	8974	GH	+	
2506616509	8974	GH	+	
2506616510	8974	PL	-	
2506616511	8974	SusD	-	
2506616512	8974	Trans	-	
2506616513	8974	other	-	
2506616514	8974	other	-	
2506616515	8974	SusD	-	
2506616516	8974	Trans	-	
2506616517	8974	other	-	
2506616519	8975	Trans	+	
2506616520	8975	SusD	+	
2506616521	8975	PL	+	
2506616522	8975	GH	+	
2506616523	8975	other	+	
2506616541	8976	GH	-	
2506616542	8976	other	-	
2506616543	8976	PL	+	
2506616544	8976	other	-	
2506616545	8976	other	-	
2506616546	8976	other	-	
2506616547	8976	SusD	-	
2506616548	8976	Trans	-	
2506616596	8977	REG	+	
2506616597	8977	REG	+	
2506616598	8977	Trans	+	
2506616599	8977	SusD	+	
2506616600	8977	other	+	
2506616601	8977	GH	+	
2506616602	8977	other	+	
2506616603	8977	Pept	-	
2506616604	8977	GH	+	
2506616606	8977	other	+	
2506616607	8977	GH	+	
2506616608	8977	other	+	
2506616609	8977	other	+	
2506617122	8984	Trans	+	
2506617123	8984	SusD	+	
2506617124	8984	other	+	
2506617125	8984	other	-	
2506617126	8984	PL	+	
2506617127	8984	other	-	
2506617128	8984	other	-	
2506617129	8984	Trans	+	
2506617130	8984	SusD	+	
2506617131	8984	GH	+	
2506617132	8984	PL	+	
2506617133	8984	REG	+	
2506617134	8984	Trans	+	
2506617135	8984	SusD	+	
2506617136	8984	PL	+	
2506617137	8984	GH	-	
2506617138	8984	other	-	
2506617139	8984	other	-	
2506617142	8985	SusD	+	
2506617143	8985	other	+	
2506617144	8985	other	+	
2506617145	8985	Trans	+	
2506617146	8985	SusD	+	
2506617147	8985	Trans	+	
2506617148	8985	GH	+	
2506617149	8985	GH	+	
2506617150	8985	other	+	
2506617151	8985	GH	+	
2506617152	8985	other	+	
2506617175	8987	other	-	
2506617176	8987	GH	-	
2506617177	8987	other	-	
2506617178	8987	other	-	
2506617179	8987	SusD	-	
2506617180	8987	Trans	-	
2506617181	8987	REG	-	
2506617182	8987	REG	-	
2506617257	8988	REG	+	
2506617258	8988	other	+	
2506617259	8988	GH	+	
2506617260	8988	Trans	+	
2506617261	8988	SusD	+	
2506617262	8988	other	+	
2506617263	8988	other	+	
2506617264	8988	GH	+	
2506617265	8988	other	+	
2506617266	8988	GH	+	
2506617267	8988	other	+	
2506617449	8989	REG	+	
2506617450	8989	Trans	+	
2506617451	8989	SusD	+	
2506617452	8989	GH	+	
2506617453	8989	other	-	
2506617454	8989	other	-	
2506617455	8989	GH	-	
2506617538	8990	other	-	
2506617539	8990	other	-	
2506617540	8990	SusD	-	
2506617541	8990	Trans	-	
2506617542	8990	other	+	
2506617543	8990	other	+	
2506617544	8990	GH	+	
2506618160	8996	REG	-	
2506618161	8996	SusD	-	
2506618162	8996	Trans	-	
2506618163	8996	GH	-	
2506618164	8996	other	-	
2506618165	8996	GH	-	
2506618166	8996	GH	-	
2506618167	8996	GH	-	
2506618168	8996	GH	-	
2506618169	8996	GH	-	
2506618170	8996	other	-	
2506618171	8996	SusD	-	
2506618172	8996	Trans	-	
2506618173	8996	other	-	
2506618174	8996	SusD	-	
2506618175	8996	Trans	-	
2506618176	8996	GH	-	
2506618177	8996	GH	-	
2506618178	8996	other	-	
2506618179	8996	GH	-	
2506618180	8996	GH	-	
2506618181	8996	REG	-	
2506618204	8998	other	-	
2506618205	8998	GH	-	
2506618206	8998	GH	-	
2506618207	8998	GH	-	
2506618208	8998	other	-	
2506618209	8998	other	-	
2506618210	8998	GH	-	
2506618211	8998	other	-	
2506618212	8998	SusD	-	
2506618213	8998	Trans	-	
2506618214	8998	other	-	
2506618215	8998	REG	-	
2506618216	8998	REG	-	
2506618217	8999	other	+	
2506618218	8999	GH	+	
2506618219	8999	GH	-	
2506618220	8999	GH	-	
2506618221	8999	GH	-	
2506618222	8999	other	+	
2506618223	8999	CE	-	
2506618224	8999	SusD	-	
2506618225	8999	Trans	-	
2506618226	8999	GH	-	
2506618227	8999	other	-	
2506618228	8999	SusD	-	
2506618229	8999	Trans	-	
2506618230	8999	SusD	-	
2506618231	8999	Trans	-	
2506618232	8999	GH	-	
2506618233	8999	other	-	
2506618234	8999	CE	-	
2506618235	8999	GH	-	
2506618236	8999	CE	-	
2506618237	8999	GH	-	
2506618238	8999	REG	+	
2506618239	8999	GH	+	
2506618328	9001	REG	+	
2506618329	9001	REG	+	
2506618330	9001	Trans	+	
2506618331	9001	SusD	+	
2506618332	9001	other	+	
2506618333	9001	other	-	
2506618334	9001	GH	-	
2506618335	9001	Pept	-	
2506618448	9002	GH	-	
2506618449	9002	GH	-	
2506618450	9002	other	-	
2506618451	9002	SusD	-	
2506618452	9002	Trans	-	
2506618453	9002	REG	-	
2506618454	9002	REG	-	
2506618604	9012	REG	+	
2506618605	9012	other	+	
2506618606	9012	Trans	+	
2506618607	9012	SusD	+	
2506618608	9012	GH	+	
2506618609	9012	Sulf	-	
2506618618	9013	SusD	-	
2506618619	9013	Trans	-	
2506618620	9013	other	-	
2506618621	9013	other	-	
2506618622	9013	other	-	
2506618623	9013	GH	+	
2506618789	9018	GH	-	
2506618790	9018	other	-	
2506618791	9018	SusD	-	
2506618792	9018	Trans	-	
2506618793	9018	REG	-	
2506618914	9022	GH	-	
2506618915	9022	GH	-	
2506618916	9022	CBM	-	
2506618917	9022	GH	-	
2506618918	9022	other	-	
2506618919	9022	SusD	-	
2506618920	9022	Trans	-	
2506618921	9022	REG	-	
2506619026	9025	REG	+	
2506619027	9025	other	+	
2506619028	9025	GH	-	
2506619029	9025	GH	-	
2506619030	9025	SusD	-	
2506619031	9025	Trans	-	
2506619032	9025	GH	-	
2506619033	9025	REG	-	
2506619047	9026	GH	-	
2506619048	9026	other	-	
2506619049	9026	SusD	-	
2506619050	9026	Trans	-	
2506619051	9026	REG	-	
2506619052	9026	REG	-	
2506619299	9031	GH	-	
2506619300	9031	GH	-	
2506619301	9031	other	-	
2506619302	9031	GH	-	
2506619303	9031	GH	-	
2506619304	9031	PL	-	
2506619305	9031	other	-	
2506619306	9031	SusD	-	
2506619307	9031	Trans	-	
2506619308	9031	REG	-	
2506619309	9031	REG	-	
2506619409	9034	GH	-	
2506619410	9034	GH	-	
2506619411	9034	GH	-	
2506619412	9034	GH	-	
2506619413	9034	GH	-	
2506619414	9034	other	-	
2506619415	9034	other	-	
2506619416	9034	PL	-	
2506619417	9034	SusD	-	
2506619418	9034	Trans	-	
2506619419	9034	other	-	
2506619420	9034	GH	-	
2506619421	9034	other	-	
2506619422	9034	PL	+	
2506619423	9034	GH	-	
2506619424	9034	GH	-	
2506619585	9039	other	-	
2506619586	9039	PL	-	
2506619587	9039	SusD	-	
2506619588	9039	Trans	-	
2506619617	9040	GH	-	
2506619618	9040	GH	-	
2506619619	9040	other	-	
2506619620	9040	SusD	-	
2506619621	9040	Trans	-	
2506619622	9040	GH	-	
2506619623	9040	REG	+	
2506620203	9056	ROK	-	
2506620204	9056	GH	-	
2506620205	9056	other	-	
2506620206	9056	GH	-	
2506620207	9056	other	-	
2506620208	9056	SusD	-	
2506620209	9056	Trans	-	
2506620210	9056	other	+	
2506620211	9056	other	+	
2506620212	9056	GH	-	
2506620213	9056	GH	-	
2506620214	9056	SusD	-	
2506620215	9056	Trans	-	
2506620216	9056	REG	-	
2506620217	9056	REG	-	
2506620812	9061	other	-	
2506620813	9061	PL	-	
2506620814	9061	other	-	
2506620815	9061	GH	-	
2506620816	9061	other	-	
2506620817	9061	SusD	-	
2506620818	9061	Trans	-	
2506620836	9062	GH	+	
2506620837	9062	other	-	
2506620838	9062	other	-	
2506620839	9062	Trans	+	
2506620840	9062	SusD	+	
2506620841	9062	other	-	
2506620843	9062	REG	+	
2506620844	9062	other	+	
2506620845	9062	other	+	
2506621078	9066	PL	+	
2506621079	9066	other	-	
2506621080	9066	other	-	
2506621081	9066	other	-	
2506621082	9066	SusD	-	
2506621083	9066	Trans	-	
2506621135	9068	GH	-	
2506621136	9068	CE	-	
2506621137	9068	other	-	
2506621138	9068	PL	-	
2506621139	9068	CE	-	
2506621140	9068	PL	-	
2506621141	9068	other	-	
2506621142	9068	SusD	-	
2506621143	9068	Trans	-	
2506621199	9069	GH	-	
2506621200	9069	GH	-	
2506621201	9069	GH	-	
2506621202	9069	other	-	
2506621203	9069	GH	-	
2506621204	9069	GH	-	
2506621205	9069	GH	-	
2506621206	9069	other	-	
2506621207	9069	SusD	-	
2506621208	9069	Trans	-	
2506621209	9069	other	+	
2506621210	9069	GH	+	
2506621211	9069	other	+	
2506621217	9070	other	-	
2506621218	9070	GH	-	
2506621219	9070	GH	-	
2506621220	9070	GH	-	
2506621221	9070	other	-	
2506621222	9070	SusD	-	
2506621223	9070	Trans	-	
2506621224	9070	GH	-	
2506621225	9070	other	-	
2506621226	9070	other	-	
2506621227	9070	SusD	-	
2506621228	9070	Trans	-	
2506621939	9075	other	-	
2506621940	9075	GH	-	
2506621941	9075	GH	-	
2506621942	9075	GH	-	
2506621943	9075	SusD	-	
2506621944	9075	Trans	-	
2506621945	9075	REG	-	
2506621946	9075	REG	-	
2506622008	9076	GH	-	
2506622009	9076	GH	-	
2506622010	9076	SusD	-	
2506622011	9076	Trans	-	
2506622012	9076	GH	-	
2506622013	9076	other	+	
2506622014	9076	SusD	-	
2506622015	9076	Trans	-	
2506622993	9080	REG	+	
2506622994	9080	REG	+	
2506622995	9080	other	+	
2506622996	9080	Trans	+	
2506622997	9080	SusD	+	
2506622998	9080	other	+	
2506622999	9080	other	+	
2506623000	9080	GH	+	
2506623112	9083	Trans	+	
2506623113	9083	SusD	+	
2506623114	9083	GH	+	
2506623115	9083	GH	+	
2506623116	9083	other	+	
2506623117	9083	other	+	
644962277	9110	Pept	-	
644962278	9110	GH	-	
644962279	9110	SusD	-	
644962280	9110	Trans	-	
644962281	9110	other	-	
644962282	9110	REG	+	
644962283	9110	REG	+	
644962478	9111	Sulf	-	
644962479	9111	PL	-	
644962480	9111	other	-	
644962481	9111	other	-	
644962482	9111	other	-	
644962483	9111	other	-	
644962484	9111	SusD	-	
644962485	9111	Trans	-	
644962486	9111	other	-	
644962487	9111	other	-	
644962499	9112	GH	-	
644962500	9112	other	-	
644962501	9112	SusD	-	
644962502	9112	Trans	-	
644962503	9112	REG	-	
644962504	9112	REG	-	
644963119	9118	GH	+	
644963120	9118	other	+	
644963121	9118	Trans	+	
644963122	9118	SusD	+	
644963637	9122	GH	+	
644963638	9122	other	+	
644963639	9122	other	+	
644963640	9122	Trans	+	
644963641	9122	SusD	+	
644963767	9125	REG	+	
644963768	9125	REG	+	
644963769	9125	Trans	+	
644963770	9125	SusD	+	
644963771	9125	other	+	
644963772	9125	GH	+	
644963921	9126	Trans	+	
644963922	9126	SusD	+	
644963923	9126	other	+	
644963924	9126	other	+	
644963925	9126	other	+	
644963926	9126	other	+	
644963927	9126	other	+	
644963928	9126	other	+	
644963929	9126	other	+	
644963930	9126	other	+	
644963931	9126	GH	+	
644963986	9128	GH	+	
644963987	9128	other	+	
644963988	9128	Trans	+	
644963989	9128	SusD	+	
644963990	9128	PL	+	
644963991	9128	other	+	
644963992	9128	other	+	
644963993	9128	GH	+	
644963994	9128	GH	+	
644963995	9128	GH	+	
644963996	9128	other	+	
644963997	9128	GH	+	
644963998	9128	GH	+	
644963999	9128	GH	+	
644964000	9128	CE	+	
644964001	9128	GH	+	
644964002	9128	other	-	
644964003	9128	other	-	
644964004	9128	GH	+	
644964292	9134	REG	+	
644964293	9134	REG	+	
644964294	9134	Trans	+	
644964295	9134	SusD	+	
644964296	9134	other	+	
644964297	9134	other	+	
644964298	9134	other	+	
644964299	9134	GH	+	
644964900	9140	GH	-	
644964901	9140	SusD	-	
644964902	9140	Trans	-	
644964903	9140	REG	+	
645945099	9140	other	+	
644964904	9140	GH	+	
644965024	9143	Trans	-	
644965025	9143	Trans	+	
644965026	9143	SusD	+	
644965027	9143	GH	+	
644965028	9143	other	+	
644965029	9143	Sulf	+	
644965030	9143	Sulf	+	
644965031	9143	GH	+	
644965032	9143	REG	+	
644965035	9144	REG	+	
644965036	9144	REG	+	
644965037	9144	Trans	+	
644965038	9144	SusD	+	
644965039	9144	other	+	
644965040	9144	other	+	
644965041	9144	GH	+	
644965042	9144	GH	+	
644965707	9155	GH	-	
644965708	9155	other	-	
644965709	9155	Trans	+	
644965710	9155	SusD	+	
644965711	9155	other	+	
644965712	9155	other	+	
644965713	9155	other	+	
644965718	9156	REG	+	
644965719	9156	PL	+	
644965720	9156	other	+	
644965721	9156	other	+	
644965722	9156	other	-	
644965723	9156	SusD	-	
644965724	9156	Trans	-	
644965725	9156	REG	-	
644965726	9156	REG	-	
644966656	9166	GH	-	
644966657	9166	other	-	
644966658	9166	SusD	-	
644966659	9166	Trans	-	
644966682	9168	PL	-	
644966683	9168	other	-	
644966684	9168	other	-	
644966685	9168	other	-	
644966686	9168	SusD	-	
644966687	9168	Trans	-	
644966960	9173	REG	+	
644966961	9173	GH	-	
644966962	9173	Trans	-	
644966963	9173	SusD	-	
644966964	9173	Trans	-	
644966965	9173	other	-	
644966966	9173	other	-	
644966967	9173	SusD	-	
644966968	9173	SusD	-	
644966969	9173	Trans	-	
644966970	9173	GH	-	
644966971	9173	other	-	
644966972	9173	GH	-	
644966973	9173	SusD	-	
644966974	9173	Trans	-	
644966975	9173	REG	-	
644966976	9173	REG	-	
644966992	9174	other	-	
644966993	9174	GH	-	
644966994	9174	other	+	
644966995	9174	GH	+	
644966996	9174	GH	+	
644966997	9174	other	+	
644966998	9174	SusD	-	
644966999	9174	Trans	-	
644967141	9176	Trans	+	
644967142	9176	SusD	+	
644967143	9176	GH	-	
644967144	9176	other	-	
644967145	9176	GH	+	
644967146	9176	Sulf	+	
644967147	9176	other	+	
644967234	9177	Trans	-	
644967235	9177	GH	-	
644967236	9177	other	-	
644967237	9177	GH	-	
644967238	9177	other	-	
644967239	9177	SusD	-	
644967240	9177	Trans	-	
644967259	9178	REG	+	
644967260	9178	REG	+	
644967261	9178	Trans	+	
644967262	9178	SusD	+	
644967263	9178	other	+	
644967264	9178	GH	+	
644967536	9184	REG	+	
644967537	9184	GH	+	
644967538	9184	other	+	
644967539	9184	other	-	
644967540	9184	GH	-	
644967541	9184	other	-	
644967542	9184	SusD	-	
644967543	9184	Trans	-	
644967544	9184	GH	+	
644967545	9184	Trans	+	
644967546	9184	ROK	+	
644967648	9185	other	-	
644967649	9185	other	-	
644967650	9185	other	-	
644967651	9185	GH	-	
644967652	9185	GH	-	
644967653	9185	SusD	-	
644967654	9185	Trans	-	
644967655	9185	other	+	
644967656	9185	other	+	
644967657	9185	GH	-	
644967692	9188	GH	+	
644967693	9188	Trans	+	
644967694	9188	SusD	+	
644967695	9188	other	+	
644967696	9188	other	-	
644967697	9188	GH	-	
644968295	9194	REG	-	
644968296	9194	Trans	+	
644968297	9194	SusD	+	
644968298	9194	other	+	
644968299	9194	GH	+	
644968300	9194	GH	+	
644968301	9194	GH	+	
644968302	9194	other	-	
644968303	9194	GH	-	
644968492	9195	other	-	
644968493	9195	GH	-	
644968494	9195	other	-	
644968495	9195	SusD	-	
644968496	9195	Trans	-	
644968497	9195	REG	-	
644968856	9202	other	-	
644968857	9202	other	-	
644968858	9202	other	-	
644968859	9202	other	-	
644968860	9202	SusD	-	
644968861	9202	Trans	-	
644968862	9202	GH	-	
644968863	9203	REG	+	
644968864	9203	REG	+	
644968865	9203	Trans	+	
644968866	9203	SusD	+	
644968867	9203	GH	-	
644968868	9203	GH	-	
644968869	9203	GH	-	
644968870	9203	other	-	
644968871	9203	SusD	-	
644968872	9203	Trans	-	
644968873	9203	REG	-	
644968874	9203	REG	-	
644968928	9205	REG	-	
644968929	9205	Trans	+	
644968930	9205	SusD	+	
644968931	9205	other	+	
644968932	9205	other	+	
644968933	9205	GH	+	
644968934	9205	other	+	
644968936	9206	other	-	
644968937	9206	other	-	
644968938	9206	other	-	
644968939	9206	GH	-	
644968940	9206	SusD	-	
644968941	9206	Trans	-	
644969310	9209	SusD	-	
644969311	9209	Trans	-	
644969312	9209	other	-	
644969313	9209	other	-	
644969314	9209	GH	-	
644969315	9209	SusD	-	
644969316	9209	Trans	-	
644969317	9209	REG	-	
644969318	9209	REG	-	
2515266515	9243	GH	-	
2515266516	9243	Trans	-	
2515266517	9243	Trans	-	
2515266518	9243	other	-	
2515266519	9243	other	-	
2515266520	9243	SusD	-	
2515266521	9243	Trans	-	
2515266522	9243	REG	-	
2515266523	9243	REG	-	
2515266977	9250	other	-	
2515266978	9250	GH	-	
2515266979	9250	other	-	
2515266980	9250	GH	-	
2515266981	9250	other	-	
2515266982	9250	other	-	
2515266983	9250	other	-	
2515266984	9250	other	-	
2515266985	9250	SusD	-	
2515266986	9250	Trans	-	
2515266987	9250	REG	-	
2515266988	9250	REG	-	
2515267291	9259	GH	-	
2515267292	9259	other	-	
2515267293	9259	other	-	
2515267294	9259	other	-	
2515267295	9259	SusD	-	
2515267296	9259	Trans	-	
2515267297	9259	other	-	
2515267298	9259	other	-	
2515267299	9259	other	-	
2515267300	9259	REG	-	
2515267301	9259	REG	-	
2515267348	9260	GT	-	
2515267349	9260	GH	-	
2515267350	9260	other	-	
2515267351	9260	other	-	
2515267352	9260	other	-	
2515267353	9260	other	-	
2515267354	9260	SusD	-	
2515267355	9260	Trans	-	
2515267356	9260	REG	-	
2515267357	9260	REG	-	
2515267581	9271	GH	+	
2515267582	9271	other	-	
2515267583	9271	other	-	
2515267584	9271	SusD	-	
2515267585	9271	Trans	-	
2515267586	9271	other	+	
2515267587	9271	REG	-	
2515267588	9271	REG	-	
2515267589	9271	REG	-	
2515268495	9297	REG	+	
2515268496	9297	REG	+	
2515268497	9297	Trans	+	
2515268498	9297	SusD	+	
2515268499	9297	other	+	
2515268500	9297	other	+	
2515268501	9297	other	+	
2515268502	9297	other	+	
2515268503	9297	other	+	
2515268504	9297	Pept	+	
2515268505	9297	other	+	
2515268506	9297	GH	+	
2515268507	9297	other	+	
2506722295	9340	other	+	
2506722296	9340	REG	+	
2506722297	9340	Trans	+	
2506722298	9340	SusD	+	
2506722299	9340	GH	+	
2506722300	9340	GH	-	
2506723055	9342	REG	-	
2506723056	9342	Trans	-	
2506723057	9342	other	-	
2506723058	9342	other	-	
2506723059	9342	PL	-	
2506723060	9342	CE	-	
2506723061	9342	SusD	-	
2506723062	9342	Trans	-	
2506723063	9342	REG	-	
2506723368	9343	GH	-	
2506723369	9343	other	+	
2506723370	9343	other	-	
2506723371	9343	other	-	
2506723372	9343	other	-	
2506723373	9343	GH	-	
2506723374	9343	other	-	
2506723375	9343	GH	-	
2506723376	9343	GH	-	
2506723377	9343	GH	-	
2506723378	9343	other	-	
2506723379	9343	SusD	-	
2506723380	9343	Trans	-	
2506723381	9343	other	+	
2506723382	9343	GH	-	
2506723383	9343	GH	-	
2506723384	9343	ROK	-	
2506724498	9346	other	+	
2506724499	9346	GH	+	
2506724500	9346	other	-	
2506724501	9346	Trans	-	
2506724502	9346	REG	-	
2506724503	9346	Trans	+	
2506724504	9346	SusD	+	
2506724505	9346	GH	+	
2506724506	9346	other	+	
2506724507	9346	other	+	
2506724508	9346	other	+	
2506724509	9346	other	+	
2506724510	9346	other	+	
2506724511	9346	other	+	
2506724512	9346	other	+	
2506724513	9346	other	+	
2506724748	9347	Trans	+	
2506724749	9347	SusD	+	
2506724750	9347	other	+	
2506724751	9347	other	+	
2506724752	9347	other	+	
2506724753	9347	other	+	
2506724754	9347	other	+	
2506724755	9347	other	+	
2506724756	9347	other	+	
2506724757	9347	other	-	
2506724758	9347	GH	-	
2506724759	9347	other	-	
2506724760	9347	other	-	
2506724761	9347	other	-	
644982613	9364	other	+	
644982614	9364	other	+	
644982615	9364	GH	+	
644982616	9364	Trans	+	
644982617	9364	SusD	+	
644982618	9364	Trans	+	
644982619	9364	SusD	+	
644982620	9364	GH	+	
644982621	9364	GH	+	
644982637	9365	GH	-	
644982638	9365	other	-	
644982639	9365	other	-	
644982640	9365	REG	-	
644982641	9365	other	-	
644982642	9365	Trans	-	
644982643	9365	GH	-	
644982644	9365	GH	-	
644982645	9365	other	-	
644982646	9365	SusD	-	
644982647	9365	Trans	-	
644982863	9367	REG	+	
644982864	9367	Trans	+	
644982865	9367	SusD	+	
644982866	9367	GH	+	
644982867	9367	other	+	
644982868	9367	GH	+	
644983053	9369	GH	+	
644983054	9369	other	+	
644983055	9369	Trans	+	
644983056	9369	SusD	+	
644983057	9369	other	+	
644983058	9369	GH	+	
644983059	9369	other	-	
644983060	9369	GH	-	
644983061	9369	other	-	
644983062	9369	other	-	
644983063	9369	other	-	
644983064	9369	other	-	
644983065	9369	other	-	
644983066	9369	other	-	
644983067	9369	other	-	
644983068	9369	other	-	
644983069	9369	other	-	
644983070	9369	other	-	
644983071	9369	other	-	
644983072	9369	other	-	
644983073	9369	other	-	
644983074	9369	other	-	
644983352	9372	REG	-	
644983353	9372	GH	-	
644983354	9372	GH	-	
644983355	9372	other	-	
644983356	9372	SusD	-	
644983357	9372	Trans	-	
644983436	9373	REG	-	
644983437	9373	GH	-	
644983438	9373	GH	-	
644983439	9373	GH	-	
644983440	9373	other	-	
644983441	9373	other	-	
644983442	9373	GH	-	
644983443	9373	GH	-	
644983444	9373	other	-	
644983445	9373	SusD	-	
644983446	9373	Trans	-	
644983447	9373	SusD	-	
644983448	9373	Trans	-	
644983549	9375	Trans	+	
644983550	9375	SusD	+	
644983551	9375	other	+	
644983552	9375	other	+	
645947483	9375	other	-	
644983553	9375	GH	+	
644983554	9375	other	+	
644983555	9375	Trans	+	
644983556	9375	SusD	+	
644983557	9375	other	+	
644983558	9375	GH	+	
644983559	9375	GH	+	
644983770	9377	Trans	+	
644983771	9377	SusD	+	
644983772	9377	other	+	
644983773	9377	other	+	
644983774	9377	other	+	
644983775	9377	other	+	
644983776	9377	other	+	
644983777	9377	GH	+	
644983778	9377	other	+	
644983779	9377	other	+	
644983780	9377	Sulf	+	
644983815	9378	Trans	+	
644983816	9378	SusD	+	
644983817	9378	GH	+	
644983818	9378	other	+	
644983819	9378	other	+	
644983820	9378	Pept	-	
644983821	9378	GH	-	
644983822	9378	GH	-	
644983823	9378	other	-	
644983824	9378	Pept	-	
644983825	9378	other	-	
644983826	9378	other	-	
644983827	9378	other	-	
644983902	9379	GH	-	
644983903	9379	REG	-	
644983904	9379	other	-	
644983905	9379	SusD	-	
644983906	9379	Trans	-	
644928485	9388	GH	+	
644928486	9388	other	-	
644928487	9388	SusD	-	
644928488	9388	Trans	-	
644928489	9388	other	+	
644928490	9388	Trans	+	
644928491	9388	SusD	+	
644928509	9389	GH	-	
644928510	9389	other	-	
644928511	9389	GH	-	
644928512	9389	GH	-	
644928513	9389	SusD	-	
644928514	9389	Trans	-	
644928515	9389	REG	-	
644928516	9389	REG	-	
644929291	9405	other	-	
644929292	9405	other	-	
644929293	9405	other	-	
644929294	9405	GH	-	
644929295	9405	Pept	+	
644929296	9405	other	+	
644929297	9405	Trans	+	
644929298	9405	SusD	+	
644929426	9411	GH	-	
644929427	9411	GH	-	
644929428	9411	other	-	
644929429	9411	SusD	-	
644929430	9411	Trans	-	
644929431	9411	REG	-	
644929455	9413	Trans	+	
644929456	9413	other	+	
644929457	9413	Trans	+	
644929458	9413	SusD	+	
644929459	9413	GH	+	
644929460	9413	REG	+	
644929492	9415	other	-	
644929493	9415	Sulf	-	
644929494	9415	SusD	-	
644929495	9415	Trans	-	
644929496	9415	PL	+	
644929497	9415	other	+	
644929498	9415	other	+	
644929691	9425	GH	-	
644929692	9425	GH	-	
644929693	9425	other	-	
644929694	9425	SusD	-	
644929695	9425	Trans	-	
644929696	9425	REG	-	
644929697	9425	REG	-	
644929740	9428	other	-	
644929741	9428	other	-	
644929742	9428	other	-	
644929743	9428	other	-	
644929744	9428	other	-	
644929745	9428	other	-	
644929746	9428	other	-	
644929747	9428	GH	-	
644929748	9428	Trans	-	
644929749	9428	other	-	
644929750	9428	other	-	
644929751	9428	SusD	-	
